iter	Passed	Remaining
532	37099	10510
533	37175	10442
534	37243	10372
535	37323	10305
536	37399	10237
537	37473	10169
538	37550	10101
539	37633	10035
540	37701	9965
541	37765	9894
542	37840	9825
543	37915	9757
544	37983	9687
545	38051	9617
546	38125	9548
547	38186	9476
548	38260	9408
549	38338	9340
550	38420	9273
551	38496	9205
552	38570	9136
553	38643	9067
554	38710	8997
555	38777	8927
556	38850	8858
557	39012	8809
558	39111	8745
559	39193	8678
560	39267	8609
561	39358	8544
562	39449	8478
563	39520	8408
564	39601	8340
565	39668	8270
566	39751	8202
567	39847	8137
568	39929	8070
569	40017	8003
570	40100	7935
571	40194	7870
572	40269	7800
573	40347	7732
574	40411	7660
575	40469	7587
576	40540	7517
577	40622	7449
578	40703	7381
579	40769	7310
580	40858	7243
581	40938	7174
582	41009	7104
583	41097	7037
584	41188	6970
585	41277	6903
586	41361	6834
587	41424	6763
588	41513	6695
589	41577	6624
590	41652	6554
591	41726	6484
592	41797	6414
593	41858	6342
594	41928	6271
595	42002	6201
596	42081	6132
597	42147	6061
598	42221	5991
599	42309	5923
600	42389	5854
601	42470	5785
602	42537	5713
603	42618	5644
604	42736	5580
605	42828	5512
606	42904	5442
607	42977	5372
608	43054	5302
609	43126	5231
610	43199	5161
611	43278	5091
612	43353	5021
613	43433	4951
614	43503	4880
615	43570	4809
616	43643	4739
617	43712	4668
618	43791	4598
619	43851	4526
620	43912	4454
621	43972	4383
622	44042	4312
623	44111	4241
624	44181	4170
625	44256	4100
626	44332	4030
627	44410	3960
628	44486	3889
629	44555	3819
630	44623	3748
631	44692	3677
632	44757	3606
633	44830	3535
634	44895	3464
635	44968	3393
636	45038	3323
637	45137	3254
638	45223	3184
639	45299	3114
640	45374	3043
641	45454	2973
642	45531	2903
643	45600	2832
644	45668	2761
645	45734	2690
646	45796	2618
647	45876	2548
648	45940	2477
649	46008	2406
650	46076	2335
651	46141	2264
652	46210	2193
653	46277	2122
654	46351	2052
655	46415	1981
656	46485	1910
657	46562	1839
658	46623	1768
659	46698	1698
660	46786	1627
661	46870	1557
662	46945	1486
663	47020	1416
664	47093	1345
665	47160	1274
666	47235	1203
667	47309	1133
668	47386	1062
669	47452	991
670	47526	920
671	47589	849
672	47653	778
673	47737	708
674	47805	637
675	47877	566
676	47947	495
677	48010	424
678	48078	354
679	48154	283
680	48227	212
681	48297	141
682	48356	70
683	48427	0
